icao,name,lat,lon,elev_ft
IT-0384,Il_Grifo_Airfield,41.671186,13.278646,
IT-0787,Fabbro_Private_Airstrip,44.79485,11.58911,20
IT-0439,Aviosuperficie_Tucano,42.1324,12.6263,75
IT-0474,Aviosuperficie_Fiano_Romano,42.1447222,12.6333333,98
IT-0768,Balbido_Ultralight_Airfield,46.00909,10.82986,2176
IT-0172,Stella_Airfield,44.95094,11.62722,6
IT-0350,Fly_and_Go_Airfield,41.344754,15.526474,416
IT-0466,Campo_di_Volo_Amyclae,41.314204,13.345913,1
IT-0260,Obiettivo_Volare_Aeroclub,44.889329,10.160223,141
IT-0767,San_Michele_NO11,45.66137,8.48094,912
IT-0408,Pranovi_Airfield,45.371835,12.037153,1
IT-0487,La_Strozza_Airfield,44.894653,11.669125,
IT-0291,Sky_Ufita_Airfield,41.046165,15.121532,1148
LIRH,Frosinone_Air_Base,41.648537,13.294573,
LIAR,Furbara_Air_Base,41.994141,12.013544,21
IT-0435,Ali_Fucecchio_Airfield,43.751529,10.8078,
IT-0471,Aviocaipoli_Airfield,41.891615,12.783311,558
IT-0141,Ali_Venete_Airfield,45.664881,11.807449,164
IT-0473,Gallipoli_Flying_Field,40.015211,18.023823,1
IT-0053,Gattinara_Airfield,45.604341,8.324461,922
IT-0808,Aviosuperficie_Airone,37.113977,14.214206,82
IT-0448,Campo_di_Volo_MedFly,37.1055,14.220061,85
IT-0449,Campo_di_Volo_Club_Aeronautico_Gela,37.11314,14.18929,
IT-0244,Trike_Team_Cormorano,37.0994444,14.17,
IT-0712,Priolo_Airfield,37.07992,14.38008,545
IT-0120,Campo_di_Volo_Sardegna,39.621944,9.101944,1118
IT-0229,Natile_Airfield,40.59059,16.769,974
IT-0483,UFO_Airfield,41.512595,13.283537,301
IT-0766,Azienda_Agricola_Balduit_Giuliano_Airfield,45.73732,13.44837,-9
IT-0009,Avioclub_Ereo_Airfield,37.19222,14.613297,1483
IT-0518,Grave_di_Papadopoli_Jonathan_Field,45.783887,12.316765,141
IT-0440,Aviosuperficie_Grecciano,43.628814,10.482438,6
IT-0156,Terra_del_Sole_Airfield,42.774774,11.15547,50
IT-0264,Grumentum_Airfield,40.27009,15.91363,2007
IT-0163,Sagrantino_Airfield,42.890278,12.533056,900
IT-0312,San_Terenziano_Airfield,42.85723,12.473179,1679
IT-0479,Aviosuperficie_Ali_Umbre,43.27045,12.7422267,
IT-0215,"Campo_di_Volo_""Aligubbio""",43.3173,12.5731,1377
IT-0492,Vraglia_Airfield,44.413209,11.747288,
IT-0223,K_Fly_Flying_Field,41.91128,15.81102,16
IT-0484,Squadra_Avvoltoi_Airfield,45.241525,11.004096,
IT-0780,Rutor_Glacier_Altiport,45.632223,7.005417,10830
IT-0158,Campo_di_Volo_Aerdomus,41.9419444,12.1402778,98
IT-0278,Falcone_Airfield,41.105084,15.876483,495
IT-0513,Le_Prata_Private_Airfield,43.74537,10.404967,10
LINL,Lecce_San_Cataldo_Lepore_Airfield,40.35974,18.297923,59
IT-0206,Fondone_Airfield,40.355883,18.232425,130
IT-0771,Perliera_Airfield,45.05877,11.62267,16
IT-0153,Volturno_Fly_Aviosuperficie,41.1575,14.3669444,63
IT-0261,Achille_Private_Ultralight_Airfield,43.99883,12.10792,
IT-0293,Le_Panizze_Airfield,45.419359,10.557346,337
LIDC,Cà_Negra_Private_Airstrip,45.08608,12.161455,1
IT-0142,Il_Pioniero_Airfield,45.083975,11.663224,36
IT-0208,Maccagno_Airfield,44.423599,7.459128,
IT-0315,Molinella_Airfield,43.122501,12.206919,790
IT-0392,Montemelino_Airfield,43.102464,12.254116,731
IT-0512,Aviosuperficie_Maletto_Fly,37.845756,14.869846,2756
IT-0148,Flying_Buttero_Airfield,42.517352,11.319137,49
IT-0122,Aerotre_Airfield,40.449469,17.623654,256
IT-0409,"Campo_di_Volo_""Maraclub_Icamar""",39.278216,9.25674,288
IT-0214,Peter_Pan_Airfield,42.97183,12.371257,574
IT-0803,Martina_Franca_Air_Force_Base,40.700001,17.333,1467
IT-0306,Padova_Sud_Airfield,45.325086,11.872916,21
IT-0351,Vivoli_Airfield,42.992623,10.806329,196
VB02,Megolo_Airfield,45.996254,8.303132,709
IT-0265,Torre_Sant'Andrea_Airfield,40.247662,18.436303,72
IT-0017,Aviosuperficie_Terranova,37.576624,12.944491,9
IT-0020,Camemi_Airfield,37.263261,14.626579,361
IT-0218,Volopuro_Airfield,45.564089,8.54184,
IT-0533,Ali_dello_Stilaro_Flying_Field,38.424475,16.551869,85
IT-0193,Lucchina_Fly_Club_Airfield,45.321482,8.000236,951
IT-0508,Gsiesertal_/_Valle_di_Casies,46.7657842,12.1556392,
IT-0566,Paretano_Fly_Airfield,40.82218,17.285711,1030
IT-0345,Campo_di_Volo_Montalto_di_Castro,42.362738,11.656572,49
IT-0459,Valcesano_Airfield,43.700078,13.073459,167
IT-0376,Montebelluna_Airfield,45.748181,12.057152,275
IT-0331,Aviosuperficie_Santa_Anna,43.366053,13.457496,393
IT-0314,Campo_di_Volo_Montefalco,42.885358,12.693324,695
IT-0102,Campo_di_Volo_Montefano,43.42075,13.39928,249
IT-0199,Montegaldella_Airfield,45.443407,11.651087,
IT-0243,Fly_Sabina_Airfield,42.116667,12.708056,
IT-0788,Valsamoggia_Braglie_Ultralight_Airfield,44.49545,11.10378,299
IT-0168,"Campo_di_Volo_""Cab_Club""",45.057833,8.066817,764
IT-0685,Musciano_Private_Airstrip,43.66433,10.72981,
IT-0302,AS77_Airfield,45.961084,13.204394,
IT-0443,Costa_del_Monte_Flying_Field,42.733207,13.891703,498
IT-0301,Agriturismo_Turus_Airfield,45.923709,13.541016,177
IT-0561,Santa_Chiara_Airfield,40.320012,17.812786,
IT-0450,"Campo_di_Volo_""Palazzone_di_Narni""",42.536609,12.553635,360
IT-0283,Aviosuperficie_Carocci,42.247516,12.308311,784
IT-0342,Aviosuperficie_Umiltà,42.192111,12.331621,787
IT-0093,Beppe_Rascaglia_Flying_Field,38.515556,15.942222,
IT-0719,Campo_di_Volo_Niscemi_Parisi_(CLNIS),37.163224,14.445664,1224
IT-0370,Pica_Airfield,42.696389,13.916985,246
IT-0711,Aviosuperfice_Eloro,36.85641,15.08021,
IT-0068,Chatelair_Airfield,45.74,7.480556,1500
IT-0282,Campo_di_Volo_Collerotondo,42.289182,13.745423,1345
IT-0498,"Campo_di_Volo_""Girasole_Vola""",39.956667,9.645278,30
IT-0500,Aviosuperficie_La_Smeraldina,41.05793,9.433446,
IT-0272,Aviosuperficie_Costa_d'Argento,42.495016,11.238771,
IT-0333,AliPuglia_Airfield,40.474421,17.609926,344
IT-0516,Linnarta_Airfield,40.412091,9.723621,210
IT-0189,Rivoli_Avro_Airfield,46.233786,13.072443,557
IT-0565,Dune_Airpark,40.794151,17.491959,
IT-0729,Masseria_Antelmi_Private_Airfield,40.775846,17.591987,
IT-0457,Aviosuperficie_Ocria,42.427255,12.457864,147
IT-0677,Ozzano_private_airfield,45.12039,8.35202,
IT-0721,Aviosuperficie_Fly_Team_Paceco_(TPPAC),37.960022,12.615416,217
IT-0024,Campo_di_Volo_Pachino_Fly_Dream,36.726571,15.033717,23
IT-0756,campo_di_volo_Pian_Mune',44.6458,7.244931,4905
IT-0316,Campo_di_Volo_Palosco,45.600679,9.821166,547
IT-0421,Volo_Libero_Carnia_Airfield,46.524053,13.004055,
IT-0388,Panicarola_Airfield,43.064444,12.100556,902
IT-0463,Pasiano_Airfield,45.832273,12.593565,19
IT-0416,Arcadia_Airfield,45.500837,10.789056,
IT-0717,Eagles_Airfield,37.520917,14.846016,361
IT-0407,Fly_Evolution_Flying_Field,45.981982,13.306923,187
IT-0460,Pratello_Airfield,43.55402,10.752517,173
IT-0213,Aviosuperficie_Aliquirra,39.678,9.46299,
IT-0774,Rovigo_Est_Airfield,45.130463,11.97921,7
IT-0438,AliLafer_Airfield,45.033682,9.791865,147
IT-0519,Ali_Piacenza_Airfield,45.030556,9.605556,213
IT-0230,Campo_di_Volo_Pietralunga,43.450539,12.401383,2263
IT-0022,Campo_di_Volo_Marano,37.386467,14.143471,400
IT-0298,Phoenix_Airfield,44.74714,11.34161,39
IT-0770,Evi_Airfield,45.90137,12.13299,486
IT-0763,Il_Pianetto_Airstrip,44.129994,10.395309,1247
IT-0427,Andrea_Bozzo_Airfield,44.863742,7.407068,984
IT-0039,Meggiana_Altiport,45.746092,8.040702,5344
IT-0177,Enrico_Mattei_Airfield,40.431896,16.5538,180
IT-0178,Pisticci_Flying_Field,40.399699,16.636972,
IT-0216,Aviosuperficie_L'Aquila,42.300878,13.517175,1873
IT-0532,Volare_Un_Po_Ultralight_Airfield,45.01642,10.100069,100
IT-0447,Policoro_Saline_Flying_Field,40.216161,16.731721,
IT-0467,Campo_di_Volo_Pontinia_Eagles,41.372995,13.136783,
IT-0125,Campo_di_Volo_Platamona,40.813333,8.470278,26
IT-0349,Verginese_Airfield,44.690633,11.762535,
IT-0419,San_Sisto_di_Poviglio_Airfield,44.847142,10.505501,98
IT-0506,Tabularia_Airfield,44.849794,10.566058,
IT-0403,Always_Airfield,46.133883,13.278224,344
IT-0123,Il_Volo_Airfield,40.421944,8.686667,
IT-0257,Colli_Euganei_Airfield,45.202641,11.793715,13
IT-0133,CdV_Ass.Sp._Parvolo,45.815556,12.752222,16
IT-0140,Pravisdomini_Airfield,45.821769,12.68341,
IT-0504,Mantovana_Airfield,44.726634,8.593727,738
IT-0372,San_Mauro_Airfield,46.068333,13.366883,351
IT-0078,Prosecco_Airfield,45.703333,13.759722,820
IT-0324,Borgo_Castelvecchio_Airfield,43.012021,11.733956,1007
IT-0015,Aviosuperficie_Ramacca,37.390652,14.620249,524
IT-0253,Castellazzo_Airfield,44.683333,10.739722,141
IT-0355,Aviosuperficie_Vallesanta,42.427317,12.805221,1246
IT-0109,Arbuschi_Airfield,45.051392,9.163255,223
IT-0281,Piana_Cinque_Miglia_Airfield,41.879201,14.011133,4127
IT-0356,Giardini_di_Corcolle_Airfield,41.900476,12.741902,324
IT-0444,Roma_East_Airfield,41.914691,12.769538,387
IT-0027,Ali_Calabria_Airfield,38.619653,15.955976,1870
IT-0769,Ronzo_Chienis_Paraglider_Field,45.901945,10.975953,
IT-0203,Rovigo_Airfield,45.031167,11.823667,22
IT-0096,Aviosuperficie_Sabaudia,41.333611,13.021389,66
IT-0485,Cianpioppo_Airfield,45.015766,10.509881,82
IT-0201,Aviosuperficie_del_Sole,40.624425,14.845842,
IT-0353,Campo_di_Volo_Campore,44.827864,10.010782,459
IT-0800,Sant'Anna_di_Saluzzo_Airfield,44.65943,7.45636,981
IT-0801,Ali_sul_Po_Airfield,44.65734,7.44981,991
IT-0305,Da_Domenico_Airfield,45.233379,11.797942,13
IT-0182,San_Felice_Airfield,44.8325,11.120833,90
IT-0128,Fiorano_Wings_Airfield,45.11933,9.705951,
IT-0240,Campo_di_Volo_Monreale,39.583099,8.773265,
LIGT,San_Genesio_Airfield,46.572786,11.307635,4259
IT-0327,Mantova_Nord_Airfield,45.172182,10.858224,75
IT-0205,Gargano_Pilot_Captain_Saverio_Tadesco_Airfield,41.635,15.761667,380
IT-0197,Il_Borro_Airfield,43.536111,11.705,900
IT-0099,"Aviosuperficie_""Tuscania""",42.410446,11.898665,591
IT-0522,Aviosuperficie_Privata_Avielsar,39.498207,9.612477,
IT-0151,Bibione_Airfield,45.669654,13.039451,1
IT-0219,Tuscany_Flight_Airfield,43.695365,10.805435,65
IT-0334,Antares_Aeroclub_Brindisi_Airfield,40.503697,17.964934,167
IT-0286,Skydive_Venice_Airfield,45.700009,12.763909,21
IT-0346,Aviosuperficie_San_Teodoro,40.802484,9.65839,3
IT-0360,Mezzana_Casati_Airfield,45.098258,9.735884,141
IT-0180,Il_Gabbiano_Airfield,43.051711,10.552012,43
IT-0411,Massimo_Costa_Airfield,43.092657,10.556215,111
IT-0097,"Campo_di_Volo_""Fly_Club""",41.10457,14.45698,
IT-0378,Ala_Jonica_Airfield,37.9371,15.320702,235
IT-0442,"Campo_di_Volo_""Air_Country""",42.806283,13.785007,456
IT-0021,Elpifly_Airfield,36.810908,14.544772,220
IT-0317,Fant_Air_Club_Airfield,46.085023,12.068712,925
IT-0226,Villa_Farsetti_Airfield,45.49917,12.03139,22
IT-0313,Santa_Maria_Rossa_Airfield,43.024026,12.387359,570
IT-0236,Policastro_Airfield,40.114874,15.495315,95
IT-0445,Santarcangelo_Airfield,44.030537,12.426701,210
SU01,Campo_di_volo_Porto_Pino,39.012206,8.601758,
IT-0371,Ca'_Quinta_di_Sarego_Airfield,45.432833,11.383333,114
IT-0200,Sassuolo_Airfield,44.571667,10.78,311
IT-0030,Scalea_Airport,39.776188,15.811343,20
IT-0524,Avio_Lao_Airfield,39.780488,15.805818,10
IT-0497,AvioSciacca_Airfield,37.528056,13.003611,200
IT-0318,Sedico_Airfield,46.091613,12.089596,961
IT-0204,Sasso_d'Oro_Agrotourism_Airfield,46.181389,12.8225,780
IT-0413,Aviosuperficie_del_Parteolla,39.400471,9.139151,433
IT-0507,Oasi_del_Volo_Airfield,39.407537,9.174867,
IT-0683,Serra_de'_Conti_Airfield,43.55993,13.01976,385
IT-0008,Campo_di_Volo_AvioClub_Centro_Sicilia,37.450962,13.923111,
IT-0251,San_Dalmazio_Airfield,44.4125,10.843611,1870
IT-0095,Umberto_Nobile_Airfield,41.235278,13.820556,22
IT-0339,Gli_Aironi_Airfield,44.462771,11.789613,22
IT-0398,Aviosuperficie_Amici_dell'Aria,39.327868,9.146871,472
IT-0031,Dragons_Fly_Airfield,39.738536,16.457015,16
IT-0414,"Aviosuperficie_""La_Tana_del_Volo""",39.269133,8.771811,272
IT-0234,Valdichiana_Airfield,43.214021,11.823111,810
IT-0380,Ulcor_Airfield,39.9787,8.6792,157
IT-0482,Campo_di_Volo_Carzeto,44.96,10.1838889,20
IT-0100,Aviosuperficie_Alisoriano,42.433658,12.292147,985
IT-0192,Le_Streghe_Airfield,45.394518,8.706932,410
IT-0429,Albatros_Airfield,45.770727,12.244068,164
IT-0175,Aviosuperficie_Stintino,40.88295,8.25418,
IT-0157,Ali_del_Po_Private_Airfield,44.971119,10.294275,92
IT-0094,Masseria_Macri_Airfield,40.054607,18.214738,351
IT-0266,Aviosuperficie_Valicella,42.21873,12.24846,862
IT-0137,La_Fenice_Airfield,44.999883,10.713286,66
IT-0224,Monticchio_Airfield,40.377022,17.386017,124
IT-0391,Tarquinia_San_Giorgio_Airfield,42.192687,11.724573,1
IT-0025,Albatros_Airfield,37.972478,13.77335,
IT-0183,Molise_Ultravolo_Airfield,41.97547,15.02005,3
IT-0488,Francesco_Cantelmo_Airfield,42.488611,11.798611,
IT-0188,Campo_di_Volo_Thiesi,40.53542,8.6055,
IT-0231,Campo_di_Volo_Cavola,44.39646,10.53613,1768
LIVD,Dobbiaco_Toblach_Airstrip,46.727021,12.230723,4068
IT-0207,Pantalla_Airfield,42.871082,12.384741,486
IT-0330,"Campo_di_Volo_""Condor_Men""",43.224706,13.329554,629
IT-0088,Monti_della_Tolfa_Airfield,42.0188,11.9827,46
IT-0124,La_Quercia_Airfield,40.963053,16.633016,1181
IT-0300,Punto_Volo_Airfield,45.437917,9.607472,301
IT-0456,Alfina_Airfield,42.739667,11.983333,1811
IT-0811,Campovolo_Bellamarinafly,40.524149,17.774945,290
IT-0059,Città_di_Tortona_Airfield,44.938436,8.865881,315
IT-0777,Campo_Volo_Trens,46.873657,11.472973,
IT-0490,Aviosuperficie_Torre_Foghe,40.1833333,8.4694444,295
IT-0149,Le_Tartarughe_Volanti_Airfield,45.609722,9.486667,646
IT-0338,Pista_Vasa_Airfield,41.046634,8.997749,600
IT-0173,Ultralight_Friuli_Airfield,45.93098,13.362,
IT-0344,Campo_di_Volo_Poggio_Primavera,42.366412,11.796702,485
IT-0382,Faco_Fly,39.894733,18.189937,323
IT-0434,L'Airone_Airfield,45.152733,8.655217,338
IT-0337,Campo_di_Volo_Valledoria,40.929768,8.812227,29
IT-0381,Campo_di_Volo_Vallermosa,39.3561,8.7919,235
IT-0470,Valmontone_Airfield,41.765562,12.864436,1158
IT-0040,Marc_Ingegno_Airfield,45.778056,8.268611,1411
IT-0321,Vasto_Flying_Field,42.155381,14.699362,197
IT-0202,Venaria_Reale_Mario_Santi_Airfield,45.130127,7.612008,
IT-0441,Campiglia_Airfield,43.019437,10.594659,16
IT-0084,Vervò_Airfield,46.313801,11.111898,3080
IT-0228,Gianni_Cerutti_Airfield,45.34921,8.64632,393
IT-0165,Renzo_Storai_Airfield,43.96583,11.458056,889
IT-0143,"Aviosuperficie_""San_Giuseppe""",45.85649,12.06555,419
IT-0107,Icaro_Village_Airfield,44.842996,11.485068,66
IT-0083,La_Tomasina_Airfield,45.328903,8.797781,
IT-0196,Natale/Battistoni_Airfield,45.334957,8.824167,357
IT-0613,Casera_Razzo_Altiport,46.476822,12.614758,5766
IT-0041,Angiale_Airfield,44.833611,7.530556,843
IT-0104,Villafranca_Airfield,44.291111,12.026111,100
IT-0115,Sterzing_/_Vipiteno_Airfield,46.883764,11.441338,3116
IT-0162,Aviosuperficie_Blue_Silo,45.8872222,12.6277778,31
IT-0430,Dream_Fly_Airfield,45.930381,12.257512,
IT-0277,Aviosuperficie_La_Selva,41.155556,14.21,196
IT-0276,"Campo_di_Volo_""Ali_del_Montello""",45.76157,12.16361,226
IT-0273,Giuliano_Borgonovi_Airfield,45.187103,9.042821,203
IT-0365,Aviosuperficie_Chiusa_Zerfaliu,39.989504,8.723266,190
IT-0540,Celenza_Valfortore_Heliport,41.564832,14.998817,
IT-0571,Campo_di_volo_Marchese,41.407394,15.29284,
IT-0577,Eliporto_Isola_di_S.Nicola,42.124193,15.510389,
IT-0606,Eliporto_di_mergenza_ospedale_antonio_perrino,40.625189,17.915654,
IT-0536,Eliporto_di_Gela,37.066235,14.282138,
IT-0535,Eliporto_di_Lanusei,39.890822,9.50585,
IT-0690,Elisuperficie_Arturo_Santi,44.664704,8.298604,
IT-0687,Eliporto_Imperia,43.8842,8.028549,
IT-0776,San_Rossore_Helicopter_Base,43.72172,10.33768,
IT-0597,F._Miulli_Regional_General_Hospital_Heliport,40.864627,16.801482,1230
IT-0708,Luxottica_Heliport,46.278961,12.030839,
IT-0552,Villa_Las_Tronas_Helipad,40.549793,8.317852,
IT-0652,Alicudi_Porto_Heliport,38.532211,14.359827,
IT-0586,Elisuperficie_Ceraso,40.938208,16.495076,
IT-0588,Elisuperficie_di_emergenza,40.9009,16.620909,
IT-0589,Murgia_Fabio_Perinei_Hospital_Heliport,40.819719,16.470718,1329
IT-0660,Anacapri_Heliport,40.558608,14.201355,
LIKA,Arco_Hospital_Helipad,45.919477,10.874897,426
IT-0295,Air_Service_Center,45.06828,9.37491,
IT-0689,Elisuperficie_Pennile_di_Sotto,42.8561,13.596429,
IT-0623,Castelluccio_Airfield,41.319914,15.544642,
IT-0007,Campo_di_Volo_Assoro,37.56181,14.496374,237
IT-0590,Bari_Guardia_di_Finanza_Heliport,41.138072,16.775689,
IT-0591,Bari_Fire_Department_Heliport,41.134553,16.760974,
IT-0592,Bari_Police_Heliport,41.134322,16.760116,
IT-0593,Bari_Carabinieri_Heliport,41.137914,16.781691,
IT-0594,Bari_Coast_Guard_Heliport,41.137947,16.847497,
IT-0595,Bari_Hospital_Heliport,41.112923,16.85809,
IT-0596,Vitrani_Barracks_Heliport,41.096667,16.87962,82
IT-0584,Eliporto_di_emergenza,41.314728,16.253457,
IT-0754,San_Martino_Hospital_Heliport,46.138985,12.200123,1300
IT-0691,Heliport_Colli_di_san_fermo,45.743134,9.940835,
IT-0582,Incoronata_Industrial_Zone_Heliport,41.424363,15.639565,184
IT-0749,Borgosesia_Hospital_Heliport,45.712414,8.263298,1237
IT-0705,Bormio_Heliport,46.454484,10.365125,3848
IT-0607,Eliporto_Leanorado_SPA_confindustria,40.673331,17.921813,
IT-0805,Cerrina_Airfield,45.005,7.492778,
IT-0026,Campo_di_Volo_Ali_Val_di_Neto,39.184793,17.107129,32
IT-0308,"Campo_di_Volo_""Le_Risare""",45.574906,11.84464,78
IT-0622,Canne_Airfield,41.932778,15.070556,
IT-0629,Madna_Airfield,41.922778,15.075278,
IT-0631,Ramitelli_Airfield,41.908333,15.116667,
IT-0393,Ali_sul_Graticolato_Airfield,45.558333,11.973889,59
IT-0680,Pantanella_Air_Base,41.136989,15.920187,
IT-0672,Capraia_Heliport,43.046217,9.844325,
IT-0417,Aviosuperficie_Coraine,45.588562,10.755719,
IT-0555,L'Airone_Airfield,40.972203,16.909364,673
IT-0663,Ischia_Casamicciola_Terme_Heliport,40.750963,13.898701,
LIDK,Casarsa_della_Delizia_Air_Base,45.953167,12.816717,125
IT-0033,Castel_Gandolfo_Heliport,41.732928,12.658055,
IT-0598,Heliport_Castellana_grotte,40.883284,17.148167,
IT-0060,Aviosuperficie_Valentino,44.437222,7.660556,1457
LIAO,Il_Ciocco_Heliport,44.088304,10.467169,1351
IT-0520,Silvia_Giovanni_Airfield,45.263771,10.533114,151
IT-0583,Presidio_Giuseppe_Tatarella_Hospital_Heliport,41.272728,15.917643,325
IT-0625,Cerignola_Airfield,41.242339,15.80525,
IT-0626,Giulia_Airfield,41.304167,15.841667,
IT-0633,San_Giovanni_Airfield,41.239417,15.801825,
IT-0639,Torretto_Airfield,41.181944,15.763889,
IT-0070,Malabaila_Airfield,44.678889,7.818611,935
IT-0077,Fly_Igor_Airfield,45.296717,8.007317,950
LIKC,Valli_del_Noce_Hospital_Helipad,46.360608,11.033396,2138
LILS,Clusone_Heliport,45.883888244628900,9.966388702392580,1900
IT-0735,Codera_Heliport,46.23743,9.472632,2657
IT-0486,Campo_di_Volo_Corbetta,44.807691,12.105863,6
IT-0465,Albatros_Airfield,43.754752,12.954763,164
IT-0539,Elisoccorso_Provincia_di_Como,45.771878,9.043403,
LILY,Como_(Idroscalo___Water_Ad)_Hidroport,45.814701,9.06972,663
IT-0363,Il_Gabbione_Airfield,44.50326,11.81415,9
IT-0559,Condor_Airfield,40.242373,18.034055,118
IT-0389,"Aviosuperficie_""Bore_di_Chienti""",43.261156,13.563302,200
IT-0528,Dune_Aeroclub_Città_Bianca_Francesco_Santoro_Airfield,40.772189,17.637754,
IT-0046,Cascina_Grecia_Airfield,45.353622,7.792997,354
IT-0558,Campo_di_volo_Cutrofiano,40.102031,18.243635,
IT-0727,Desenzano_del_Garda_Seaplane_Base,45.464657,10.555984,
IT-0740,Edolo_Heliport,46.173812,10.334809,2175
IT-0616,Helipad_Masseria_del_Cardinale,40.801994,17.443864,
IT-0654,Isola_Formica_Heliport,37.989091,12.424335,
IT-0655,Levanzo_Heliport,37.992772,12.338437,
IT-0656,Marettimo_Heliport,37.970069,12.070802,
IT-0657,Favignana_Heliport,37.914543,12.318392,
IT-0772,Sant'Anna_Hospital_Heliport,44.80066,11.69987,10
IT-0651,Filicudi_Porto_Heliport,38.557854,14.582586,
IT-0572,Alidaunia_Foggia_Heliport,41.423977,15.533971,278
IT-0570,Orta_Nova_Borgo_Mezzanone_Air_Base,41.40601,15.728517,124
IT-0624,Celone_Airfield,41.551111,15.558889,
IT-0640,Tortorella_Airfield,41.484722,15.652778,
IT-0779,Riuniti_Foggia_Hospital_Heliport,41.45888,15.52023,285
IT-0673,Follonica_Heliport,42.920684,10.764557,
IT-0738,Fraciscio_Heliport,46.40492,9.3642,4423
IT-0609,Heliport_Military,40.244985,18.136781,
IT-0750,Cascina_Costa_Agusta_Heliport,45.632557,8.740717,722
IT-0541,Aviosuperficie_Santa_Lucia,42.3583333,12.4277778,
IT-0611,Gallipoli_Heliport,40.056785,17.982012,
IT-0612,Heliport_turistic_gallipoli,40.023905,18.022041,
IT-0618,Helipad__Salento_Helicopters,40.067439,18.002,
IT-0674,Gorgona_Heliport,43.425819,9.900663,
IT-0546,Helibase_Pegaso_1_(Santa_Maria_Annunziata_Hospital),43.730732,11.304224,
IT-0733,Moriggia_Pelascini_Hospital_Heliport,46.14063,9.30167,699
IT-0602,Eliporto_di_Grottaglie,40.520956,17.39846,
IT-0603,Eliporto_militare_marina_italiana,40.515606,17.408025,
LIAG,Colacem_Heliport,43.341513,12.576869,1532
IT-0296,Elio_Zambrini_Airfield,44.432333,11.71815,
IT-0510,Amanti_Volo_Ultraleggero_Airfield,44.326615,11.659263,
IT-0575,Giannutri_Airfield,42.254584,11.116147,46
IT-0576,Giannutri_Heliport,42.25347,11.100215,
IT-0668,Giglio_Heliport,42.365898,10.913201,
IT-0744,Palmanova_Hospital_Heliport,45.90961,13.33654,92
IT-0694,Ospedale_di_Jesolo_Helipad,45.509314,12.658936,
IT-0560,La_Fenice_Airfield,40.37743,18.11183,171
IT-0627,Lesina_Airfield,41.863333,15.311389,
IT-0621,Biferno_Airfield,41.964724,15.054531,
IT-0714,Versilia_Hospital_Heliport,43.91513,10.221968,9
IT-0659,Linosa_Heliport,35.862175,12.856205,
IT-0647,Lipari_City_Hospital_Helipad,38.462267,14.953542,
IT-0732,Livigno_Heliport,46.51764,10.12533,6083
IT-0294,Aviosuperficie_di_Lonato,45.394566,10.566931,
IT-0628,Lucera_Airfield,41.497978,15.419444,
IT-0632,Salsola_Airfield,41.548333,15.4575,
IT-0643,Vincenzo_Airfield,41.411111,15.424444,
IT-0730,Madesimo_Heliport,46.443232,9.363838,5259
IT-0646,Malfa_Heliport,38.579772,14.827852,
IT-0605,Eliporto_aereotre,40.448041,17.622639,
IT-0778,Manduria_Airfield,40.44383,17.63002,285
IT-0723,Idroscalo_di_Manfredonia,41.618622,15.914007,
IT-0630,Pantanella_Airfield,41.495833,15.791667,
IT-0804,Mantova_Airport,45.135834,10.794444,57
IT-0758,Maratea_Hospital_Heliport,39.998792,15.719108,709
IT-0671,Monte_Capanne_Heliport,42.771589,10.168214,3268
IT-0743,Marcon_Airfield,45.565275,12.322812,
LIBH,Marina_di_Ginosa_Heliport,40.424107,16.887501,26
IT-0726,Idrosuperficie_di_Marone,45.741289,10.091254,
IT-0418,Marradi_Fire_Brigade_Helipad,44.089273,11.634656,
IT-0617,Helipad_military,40.643136,17.206854,
IT-0707,Madonna_delle_Grazie_Hospital_Heliport,40.653055,16.613965,1201
IT-0361,Villa_Fontana_Airfield,44.51585,11.59218,56
IT-0610,Melendugno_Heliport,40.246606,18.436303,
IT-0547,Elipadana_Heliport,45.488697,9.196184,
IT-0753,Solbiate_Olona_Heliport,45.643085,8.854013,804
IT-0619,San_Raffaele_Hospital_Heliport,45.504324,9.260273,
IT-0773,San_Polo_Hospital_Heliport,45.815,13.52087,26
IT-0599,Eliporto_il_Melograno,40.922345,17.276983,
IT-0615,Helipad_Paretano,40.822761,17.283141,
IT-0722,Campo_Volo_Costa_D'argento,42.430624,11.190423,
LIAY,La_Bagnara_Heliport,41.687128,13.499367,1501
IT-0164,AIRBAS_Airfield,40.564519,16.592997,213
IT-0731,Montespluga_Heliport,46.48898,9.33744,6253
IT-0326,Zagavia_Airfield,45.359762,10.65676,512
IT-0608,Sant'anna_Heliport,40.322856,17.824973,177
IT-0724,Idroscalo_di_Santa_Maria_al_Bagno,40.128704,17.994586,
IT-0404,I_Grifoni_Airfield,45.910358,13.371978,95
IT-0734,Novate_Heliport,46.21449,9.45288,748
IT-0139,Aviosuperficie_Airone,45.588056,9.003751,
IT-0684,Ortona_Heliport,42.327173,14.37252,
LIAJ,Macchiarella_Heliport,41.782953,12.306502,4
IT-0604,Eliporto_le_dune,40.771296,17.637691,
IT-0557,Torre_S._Emiliano_Airfield,40.110195,18.49072,
IT-0614,Otranto_Helicopter_Base,40.115959,18.499753,
IT-0745,Padua_Hospital_Helipad,45.401134,11.891772,56
IT-0648,Panarea_South_Heliport,38.630278,15.070763,
